Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0078,Franchise Outlet 0078,67.95,Meets Expectations,Low,Balanced,53.08,Moderate,Medium,1.44,35.0,0,1108,Medium,REORDER,Low,52.86,3,Inventory,High,Operational health is 52.9/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,108 replenishment units before the next demand cycle."
OUT0079,Franchise Outlet 0079,93.05,Top Performer,Medium,Understaffed,77.15,High Performing,Low,2.75,35.0,0,3357,Medium,REORDER,Low,70.07,1,Inventory,Medium,Operational health is 70.1/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,357 replenishment units before the next demand cycle."
OUT0080,Franchise Outlet 0080,70.8,Meets Expectations,Low,Balanced,56.88,Moderate,Medium,1.99,100.0,0,382,Low,NO_ACTION,Healthy,74.69,1,Marketing,Medium,Operational health is 74.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0081,Franchise Outlet 0081,78.63,Meets Expectations,Medium,Understaffed,58.16,Moderate,Medium,1.43,100.0,0,273,Medium,MONITOR_WASTAGE,Healthy,77.88,1,Marketing,Medium,Operational health is 77.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0082,Franchise Outlet 0082,93.51,Top Performer,Medium,Understaffed,64.53,Moderate,Low,2.67,35.0,0,2450,Medium,REORDER,Low,65.81,2,Inventory,Medium,Operational health is 65.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,450 replenishment units before the next demand cycle."
OUT0083,Franchise Outlet 0083,84.35,Meets Expectations,Medium,Understaffed,68.26,Moderate,Low,2.23,100.0,0,1354,Medium,MONITOR_WASTAGE,Healthy,83.41,1,Marketing,Medium,Operational health is 83.4/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0084,Franchise Outlet 0084,61.99,Needs Improvement,High,Overstaffed,53.61,Moderate,Low,1.57,35.0,0,481,Medium,REORDER,Low,50.96,3,Inventory,High,Operational health is 51.0/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 481 replenishment units before the next demand cycle.
OUT0085,Franchise Outlet 0085,88.1,Meets Expectations,Medium,Understaffed,63.67,Moderate,Low,2.36,35.0,0,1610,Medium,REORDER,Low,63.62,2,Inventory,Medium,Operational health is 63.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,610 replenishment units before the next demand cycle."
OUT0086,Franchise Outlet 0086,94.62,Top Performer,Medium,Understaffed,82.05,High Performing,Low,2.77,35.0,0,3405,Medium,REORDER,Low,72.33,1,Inventory,Medium,Operational health is 72.3/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,405 replenishment units before the next demand cycle."
OUT0087,Franchise Outlet 0087,85.88,Meets Expectations,Medium,Understaffed,63.66,Moderate,Low,2.16,10.0,1,2247,High,URGENT_REORDER,Critical,55.34,2,Inventory,High,Operational health is 55.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,247 replenishment units before the next demand cycle."
OUT0088,Franchise Outlet 0088,75.09,Meets Expectations,Medium,Understaffed,54.5,Moderate,Medium,2.3,35.0,0,1134,Medium,REORDER,Low,55.86,2,Inventory,High,Operational health is 55.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,134 replenishment units before the next demand cycle."
OUT0089,Franchise Outlet 0089,65.99,Needs Improvement,High,Overstaffed,52.83,Moderate,Medium,1.33,100.0,0,253,Low,NO_ACTION,Healthy,71.59,2,Marketing,Medium,Operational health is 71.6/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0090,Franchise Outlet 0090,64.69,Needs Improvement,High,Overstaffed,59.59,Moderate,Low,1.26,100.0,0,486,Low,NO_ACTION,Healthy,73.5,2,Marketing,Medium,Operational health is 73.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0091,Franchise Outlet 0091,93.71,Top Performer,Medium,Understaffed,79.59,High Performing,Low,2.67,100.0,0,2701,Medium,MONITOR_WASTAGE,Healthy,90.66,0,Marketing,Medium,Operational health is 90.7/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0092,Franchise Outlet 0092,58.33,Needs Improvement,High,Overstaffed,44.06,Moderate,High,1.02,100.0,0,380,Low,NO_ACTION,Healthy,65.84,2,Marketing,Medium,Operational health is 65.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0093,Franchise Outlet 0093,61.64,Needs Improvement,High,Overstaffed,53.52,Moderate,Low,1.51,100.0,0,226,Medium,MONITOR_WASTAGE,Healthy,70.31,2,Marketing,Medium,Operational health is 70.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0094,Franchise Outlet 0094,55.27,Needs Improvement,High,Overstaffed,50.28,Moderate,Medium,1.14,100.0,0,306,Low,NO_ACTION,Healthy,66.94,2,Marketing,Medium,Operational health is 66.9/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0095,Franchise Outlet 0095,72.27,Meets Expectations,Low,Balanced,55.89,Moderate,Low,1.49,35.0,0,588,Medium,REORDER,Low,55.36,2,Inventory,Medium,Operational health is 55.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 588 replenishment units before the next demand cycle.
OUT0096,Franchise Outlet 0096,95.14,Top Performer,Medium,Understaffed,87.95,High Performing,Low,2.43,35.0,0,3761,Medium,REORDER,Low,74.58,1,Inventory,Medium,Operational health is 74.6/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,761 replenishment units before the next demand cycle."
OUT0097,Franchise Outlet 0097,77.89,Meets Expectations,Medium,Understaffed,53.4,Moderate,Medium,2.23,35.0,0,1706,Medium,REORDER,Low,56.45,2,Inventory,High,Operational health is 56.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,706 replenishment units before the next demand cycle."
OUT0098,Franchise Outlet 0098,61.1,Needs Improvement,High,Overstaffed,48.84,Moderate,Medium,1.86,100.0,0,563,Medium,MONITOR_WASTAGE,Healthy,68.48,2,Marketing,Medium,Operational health is 68.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0099,Franchise Outlet 0099,92.96,Top Performer,Medium,Understaffed,73.24,Moderate,Low,1.88,35.0,0,2446,Medium,REORDER,Low,68.67,1,Inventory,Medium,Operational health is 68.7/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,446 replenishment units before the next demand cycle."
OUT0100,Franchise Outlet 0100,91.99,Top Performer,Medium,Understaffed,63.0,Moderate,Low,2.43,35.0,0,2790,Medium,REORDER,Low,64.75,2,Inventory,Medium,Operational health is 64.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,790 replenishment units before the next demand cycle."
OUT0101,Franchise Outlet 0101,75.26,Meets Expectations,Low,Balanced,65.25,Moderate,Low,1.31,35.0,0,1006,Medium,REORDER,Low,59.68,2,Inventory,Medium,Operational health is 59.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,006 replenishment units before the next demand cycle."
OUT0102,Franchise Outlet 0102,84.05,Meets Expectations,Medium,Understaffed,59.85,Moderate,Low,2.21,100.0,0,1337,Low,NO_ACTION,Healthy,80.36,1,Marketing,Medium,Operational health is 80.4/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0103,Franchise Outlet 0103,96.0,Top Performer,Medium,Understaffed,63.49,Moderate,Low,2.18,100.0,0,1657,Medium,MONITOR_WASTAGE,Healthy,85.82,1,Marketing,Medium,Operational health is 85.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0104,Franchise Outlet 0104,79.45,Meets Expectations,Medium,Understaffed,59.6,Moderate,Low,2.56,100.0,0,1638,Low,NO_ACTION,Healthy,78.67,1,Marketing,Medium,Operational health is 78.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0105,Franchise Outlet 0105,78.7,Meets Expectations,Medium,Understaffed,63.92,Moderate,Low,2.09,100.0,0,348,Low,NO_ACTION,Healthy,79.92,1,Marketing,Medium,Operational health is 79.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0106,Franchise Outlet 0106,92.97,Top Performer,Medium,Understaffed,66.98,Moderate,Low,2.16,35.0,0,1776,Medium,REORDER,Low,66.48,2,Inventory,Medium,Operational health is 66.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,776 replenishment units before the next demand cycle."
OUT0107,Franchise Outlet 0107,77.25,Meets Expectations,Medium,Understaffed,53.83,Moderate,Low,1.99,100.0,0,517,Low,NO_ACTION,Healthy,75.88,1,Marketing,Medium,Operational health is 75.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0108,Franchise Outlet 0108,92.64,Top Performer,Medium,Understaffed,60.81,Moderate,Medium,2.33,100.0,0,1572,Medium,MONITOR_WASTAGE,Healthy,83.71,1,Marketing,Medium,Operational health is 83.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0109,Franchise Outlet 0109,92.4,Top Performer,Medium,Understaffed,63.17,Moderate,Low,2.51,100.0,0,1817,Low,NO_ACTION,Healthy,84.45,1,Marketing,Medium,Operational health is 84.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0110,Franchise Outlet 0110,91.63,Top Performer,Medium,Understaffed,59.05,Moderate,Medium,1.42,35.0,0,1632,Medium,REORDER,Low,63.24,2,Inventory,Medium,Operational health is 63.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,632 replenishment units before the next demand cycle."
OUT0111,Franchise Outlet 0111,94.02,Top Performer,Medium,Understaffed,61.72,Moderate,Low,2.36,100.0,0,1775,Medium,MONITOR_WASTAGE,Healthy,84.51,1,Marketing,Medium,Operational health is 84.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0112,Franchise Outlet 0112,76.6,Meets Expectations,Low,Balanced,58.99,Moderate,Medium,2.09,100.0,0,429,Low,NO_ACTION,Healthy,77.46,1,Marketing,Medium,Operational health is 77.5/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0113,Franchise Outlet 0113,59.54,Needs Improvement,High,Overstaffed,54.87,Moderate,Low,0.96,35.0,0,529,Medium,REORDER,Low,50.54,3,Inventory,High,Operational health is 50.5/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 529 replenishment units before the next demand cycle.
OUT0114,Franchise Outlet 0114,60.82,Needs Improvement,High,Overstaffed,56.22,Moderate,Low,1.25,100.0,0,384,Low,NO_ACTION,Healthy,70.96,2,Marketing,Medium,Operational health is 71.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
